,Ratings,Full_review
28521,5,good
28522,4,Good product
28523,5,wow!!!! just wow!!!!...
28524,5,Good for beginners. It's a base camera and it has also base lens with the camera pack. The lens zoom il very low it only cover short distance. Anyway the camera performance is better.
28525,4,nice DSLR for beginners...
28526,5,Nice camera and quick delivery. Thanks flipkart...
28527,4,Good for beginners.
28528,5,best entry-level DSLR camera. value 4 money. must buy
28529,5,Rate change Everyday for this DSLR CAMERA
28530,5,best in entry level camera
28531,5,Is this camera was soo veryy good please buy this
28532,5,aswom
28533,5,Best Camera... All range of lenses available...
28534,4,awesome camera.
28535,5,Nice canon camera very enjoy tha all place
28536,5,"It is best for beginners , budget friendly DSLR thanks canon"
28537,4,in this price camra is good but carry bag is not good
28538,5,supar
28539,5,Perfect Product for those who is a First Time User...
28540,5,Excellent
28541,4,Superb
28542,5,nice.
28543,5,Nice picture capture but ZOOM issue.
28544,5,exilant camera for beginners the qulity of photos is too good
28545,5,great experience but not good in manual focus.only aouto focus is doing well else view become blurred.
28546,5,GREAAAT
28547,4,Good for 4 months
28548,5,Sexc product I love it
28549,4,nice
28550,5,bhai nice quality perfect for begneers
28551,4,good for beginners
28552,5,Excellent product
28553,5,my first DSLR and having best features to start with.
28554,5,Super picture Quality..
28555,4,good
28556,5,Working nicely
28557,5,Thanks to Flipkart for on time delivery.  Perfect camera for beginners.
28558,5,super
28559,3,It's a best camera for beginners and for lower budget
28560,5,good
28561,5,Nice product..easy to use..and love the advanced features 😊👍👍fast delivery as well..over all 👍
28562,5,very nice camera
28563,5,superb at the price range dnd think jst hit the button
28564,5,excellent product
28565,5,Good camera with great features.
28566,4,"nice product but the LCD display should have been better. value for money, definitely..."
28567,4,Nice product...good packing..bought it for my son..he is very happy
28568,4,Camera is good and photos
28569,5,Great deal👍
28570,5,gud camera
28571,5,good product. I'm enjoying really as a dslr.
28572,5,awesome product.
28573,5,best product
28574,4,super
28575,5,nice good camera
28576,4,Quite good DSLR for New users
28577,5,Excellent product
28578,4,nice product
28579,3,not good
28580,5,Very good
28581,5,Good for beginners....
28582,4,"Good DSLR, good photos, manual mode. If you want high speed performance, then prolly this is not the one."
28583,5,lovely camera...
28584,3,display not good low resolution
28585,5,just aaaaaasssssssoooooowwwmmmmm...wow...
28586,5,Superb 👌
28587,4,"good image quality, but please add some Mony and buy 1300d"
28588,4,Nice packaging with d minimum possible time for delivery of d merchandise.. Got a really unbelievable deal than other sites..
28589,5,n ice
28590,5,Nice camera for beginners
28591,5,awesome..... I'm very happy...🥰🥰
28592,4,Good.....
28593,5,good but let me see for some more days
28594,5,Nice To Canon camera
28595,3,nice product
28596,5,its for beginners
28597,4,great
28598,4,superb quality in this price.
28599,1,WORST. camera is not working properly. lens got vapour.
28600,4,good
28601,4,very very nice product
28602,5,nice
28603,5,"good one, keep clicking..."
28604,5,its awesome product by canon its really fun taking pictures with this device
28605,5,Good product n nice one
28606,5,excellent dslr
28607,5,nic camera I love canon
28608,5,Good
28609,4,nice product...good for beginners..
28610,1,"not a good performance .very bad poor image shoot this camera i do,not like this camera"
28611,5,First is best
28612,1,Third class picture quality
28613,4,Nice
28614,5,Good
28615,4,awsm product....must buy all things are provided in box.....
28616,5,Excellent and worthy
28617,5,Happy with my buy. Good for beginners. Not great for wildlife photography.
28618,5,Best product
28619,5,Very good in it's price range !
28620,5,good one for beginners
28621,5,Good
28622,5,good product
28623,5,"Nice camera. Light weight and easy to hold. Since I am new to photography, need to learn lot of things."
28624,5,awsome product
28625,5,awesome
28626,5,Amazing I just love this camera👌
28627,4,awasome
28628,5,good/
28629,3,using very simple.....
28630,4,good camera
28631,4,product is good. But package seal was little tampered.
28632,5,good
28633,4,good for beginners
28634,5,nice product
28635,4,fantastic
28636,5,it is very good camera👌👌
28637,5,Excellent product by cannon.
28638,5,It’s really sooo good. I am fully satisfied with price and camera quality
28639,5,Good product thanks Flipkart
28640,5,it's awesome camera. lenses are so good. Thanks flipkart.
28641,1,lens are blur. unexpected product.
28642,5,Excellent camera.... with latest tech . It has also controllability to shoot wireless using mobile
28643,1,TOO BAD AND CHEATED
28644,5,Very nice product for photography
28645,4,nice product
28646,5,"Great experience, worth buying 👍"
28647,4,Very good
28648,5,Fantastic camera to start with....
28649,5,Best for beginners
28650,5,awesome..
28651,5,nice
28652,5,"Grt camera, need 1more lense with it (55-250 )."
28653,1,bad Quality
28654,5,waoo amazing quality
28655,4,Quality good but video mode audio not provide at camera
28656,1,very bad experience in my life
28657,5,sorry my mistec
28658,5,best delivery and nice camera
28659,5,worth it
28660,5,great product. got at very cheap price with Bluetooth headset.
28661,3,Camera Is bessst
28662,5,Nice
28663,5,nice products
28664,5,Nice
28665,5,just bought first time but seems to be an ultimate camera 😍
28666,4,Product is very good and i am happy with good delivery
28667,5,I buy good camera😀
28668,5,amazing camera in this price
28669,4,Perfect for beginners and those who wanna upgrade their photography gear from android camera to something decent at a budget
28670,5,"Bad product ,return rejected"
28671,5,good item
28672,4,awesome camera at great price..love it
28673,5,nice camera video graphic & photography
28674,5,nice product
28675,5,owsome camera no compromise ....
28676,5,nice
28677,5,nice camera
28678,5,osm
28679,5,good price 👍
28680,5,amazing
28681,5,pretty good
28682,5,Nice product
28683,5,very nice
28684,5,"Got camera 2 days before of the actual delivery date, i liked it, thanks"
28685,5,classic set
28686,4,Budget DSLR Good
28687,5,"Camera is fine,but Motorola Bluetooth headset is old packing materials, good delivery for flipcart"
28688,5,good
28689,5,"Awesome product. If you are looking for semi-pro DSLR you can buy this without it thinking. Easy handling, easy handy features"
28690,5,"Great camera!!! Took some time to understand all the basics of photography... Its giving good quality pictures. I shoot raw, and post processing the images are coming really well. Autofocus is nice and 5fps is working well for me... 300mm lens is OK... need to get another one since i mostly do birds.. need more zoom 😊 Overall its a great camera for beginners!!!!"
28691,5,"Best Mid range camera for photography lovers. I am writing the review after 3 months of using this cam , this is my 1st DSLR canon is a user friendly cam, it is basically good for videography. Nikon is quite hard to use,. it is best for photos if you want to upgrade your photography Tallents , and you are looking for a mid range cam ,. 100% go for it., lenses are good, 70-300 mm lens is mind-blowing output. so, go for dual lenses"
28692,5,If you confused between nikon d5600 and canon 200d then go with nikon d5600 without thinking again. It is very good camera with excellent features. The camera features 39 autofocus point helps us to focus faster and produces clear image. I share some images of the camera sample hope you like it.
28693,5,"Excellent camera for beginner photographers and also a best back up for pro also. Amazing colour depth, fast focusing, crystal clear photo. Lightweight is a advantage while you are travelling. Vary angle screen is very useful when taking ground level shots or over the crowd shots and very helpful for blogging purpuse also. You can attach external mic. Battery life is very good. Through WiFi and snapbridge downloading photos in smartphone from camera is too easy. It supports Bluetooth also. I..."
28694,5,"You can't have a better mid-range DSLR. However I don't like 18mm-55mm lens, but you'll get sharp and crisp photos with 70mm-300mm lens. The camera is feature loaded and very light. You'll love it."
28695,5,"Wow, love the Camera....I have already used Nikon d 3500 in my Laboratory but this camera is far better. Flipkart delivered at time and the product was at best conditions. This is my first personal DSLR, so guys after using for 2 weeks, I must say that go for it, there is no other camera which could provide same level as Nikon d 5600. Colour tone production, lots of effect, smooth touch screen, good battery life, etc. Just go for it."
28696,5,"Excellent wow, what a camera! value for money, must buy. best entry lebel camera. flipkart delivery is so fast. very good packaging. no 1 genuine product."
28697,4,Good semi professional dslr from Nikon. Packing is good and the product is really nice. Not recommended for professional photographers and good for a beginner. It's features are best in class and have a good quality material in real. It's touch function is lit. Rotating screen helps in taking photos or record videos in selfie mode or in certain positions. The bag which is packed with the camera will only have the space to adjust lesser items. For a professional photographer it is recommended ...
28698,5,Best DSLR for beginners..don't think too much just click buy now..!I purchased on bbday with a great deal but i bought single lens. So i suggest please if you want more depth or wildlife photography then go for 70-300 mm also. Even though it can deliver good photos with this 18-55 mm lens. Thanks to Flipkart for the great package and delivery. Happy click..!
28699,4,Reviewing after using for an year. This is my first dslr and It gives stunning images. The 70-300 lens is simply awesome and thats the one I use the most. Autofocus while taking video is really bad. It cant focus well on moving objects. Even for slowly moving subjects it doesn't focus well. I think Canon200d is good if you prefer videography as it has much faster autofocus although the price is much higher than Nikon D5600 .But if your preference is only photography then go for it as it is a...
28700,4,The camera is excellent. Probably the best one in this price range. Completely happy with the camera.  Would like to mention that the bag I received is a good quality Nikon original bag.  Giving 4 stars because it took 14 days to get the product delivered despite of having a Flipkart plus membership.
28701,5,"This is one step above the Entry level ( Nikon D3*** series). Pro - Light weight , Easy to handle , wifi , articulated screen . Image Quality is good . Low light performance is good . Better than expected. Snapbridge for your easy file tranfer Can shoot Raw + Jpeg Best in Mid level DSLR I had got a ridiculous deal with 18-55 and 70-300 deal. Thanks to Flipkart.  Cons - insufficient grip . Those who are new to DSLR won't find this . But the ones who are trying to upgrade this will disappoi..."
28702,4,Awesome product but came with worst packaging. The seal of the packaging box was open. Flipkart should show some effort in packing camera like they do in mobiles. About the camera I would say that it's one of the best dslr in its class. But flipkart providing only 8gb card instead of 16gb. Rest the product is all good. Happy imaging.
28703,5,iam surprised. great dslr at this price range.. better to handle.. user friendly cam.. low light pics💥 .. really loved it !!
28704,5,"It was delivered in good condition. When it comes to camera, it is really good and easy to use. Good choice for a beginner."
28705,5,"Great APSC DX camera which stand besides the Big brother D7100 & D7200. Instead of thease it have a Articulated Screen with Touch function, its a great option for those looking Midranged entry leval DSLR. U can also check D5500 & D5300. overall its a great deal. If u dont mind about your pocket then u can choose D7100 or D7200."
28706,5,pros : Beginner level camera bast for YouTube purpose focusing is fast in photo only build quality is amazing effects extra feature is best for quick retouching zooming and Focusing very perfect inbuilt mic plus sound battery backup amazing  cons : Difficult to learn User interface Bag quality is worst low performance in videography only 16Gb memory card provided  overall best
28707,5,It's amazing . I liked it. I order it in 15.2.20 and it came in 18.2.20 fast delivery. And the photos are also good.
28708,5,Great camera for all beginners. I have been using it for an year. Great specs with this price. If you just a photography enthusiast then u should go for it.
28709,5,Nic camera. And Good and great quality of images and. Auto focus is excellent. Pixel density is Assom and mind blowing. Best dslr for mid level and professional photographer
28710,5,Great quality ... It's not a beginner camera ... It's a middle professional camera ... Good image quality ... I loved it
28711,4,every thing works fine except for auto focus excellent for photos terrible for videos one thing this camera can improve on is autofocus love the manual flash option for in built flash
28712,5,"Great camera for beginners and go for it if you are one. If you have a heavy pocket, my suggestion is to go for a full-frame(sensor) camera instead of this. This one is great, but eventually you'll need to upgrade to full-frame as you evolve and no longer be a beginner in photography.  Overall it's a good package with a wide range of lens compatibility, not only from Nikon but from other manufacturers as well."
28713,5,one of the best DSLR for beginners.. I upgraded from D3200 to D5600.. I'm loving it 😊
28714,5,"I think this the best entry level dslr in this range. I got a 18-55mm kit lense, 16gb memory card and lowepro bag. Bag quality is good. This model is good because you are getting a touch screen enabled dslr in the price range where most of other brands giving non touch screen models. Some features like very easy to operate, touch screen, fast auto focus and sharp images make this dslr a best entry level dslr. I am attaching some pictures clicked with this dslr(flipkart not letting me add more..."
28715,5,No doubt Nikon's lineup for intermediate DSLR are catchworthy . but one must also invest in additional lenses to get the most out of d5600 . like in my case I ordered 35mm 1.8g lens when paired with d5600 produced great results . not going over the specifications. camera is just awesome produces detailed and sharp images .  70-300 lens do have its own advantages .but after 250mm its just doesn't perform up to the mark.but hey! you get this in that price bracket which is fine to me .  guid...
28716,5,"My First DSLR and the best decision that I made. The KIT lenses are not so ideal for lowlight photography but you can always get the best out of it. Overall very satisfied with the quality of photos, camera body and lens to start the learning process."
28717,5,"Cant say anything about the DSLR right now cause I am learning how to shoot but flipkart delivered it in a safe packaging and on time..  Edited on 16 Jan 2020 So, now I am using this for last 6 months and I want to say best in this price. I am not highlighting the features which all dslr have. but the best features which you will get in this price which none other dslr can give you today are 1. Articulated Touch screen. 2. Wifi transfer. 3. 39 AF point  Just go for it. Its a big plus. check o..."
28718,5,Very Fast Delivery by Flipkart nd Service! I like it! Nikon D5600 Is Super Camera In this Price Range! I Really Happy With My New Nikon D5600 DSLR! It's Amazing Cemera! Picture nd Video Shooting is Superb! If You Are Search Entry Leval Camera!? In This Morden Life!? So it's A best Option For You! I Really Love it this Product! 👍👌
28719,5,"Great Camera !!! Took Some Time To understand all the basics of photography... its giving good quality pictures. I shoot raw, and post processing the images are coming really well Autofocus is nice and 5fps is working well for me ... 300mm lens is ok... need to get another one since i mostly do birds..need more zoom ☺️ overall its a great Camera for beginners!!!"
28720,5,Very nice camera
28721,5,"Best DSLR 📸 on this range 💰, I think nikon provide best product in DSLR. Picture was so good I just love with this DSLR"
28722,5,Awosome photography.
28723,5,it is a good camera in a reasonable price.it is easy to handle and has descend battery back up.it was delivered safely.
28724,5,Camera nd picture qlty is so nice. Delivery is also fine. This camera fullfill all the need. It work fine nd battery backup also fine. Nikon is best for Picture Quality and colours.
28725,4,awesome product for great value 36k I got this product at 36k which was awesome.and its genuine product criss checked with nikon site.go for it guys
28726,5,I am writing the review after one week of usage...  The product is just awesome! Performs very well in both indoor and outdoor photography. Low light performance is also upto the mark. Love this product. Unbeatable in this price range. 70-300 mm lens is adding more flavour to it♥️. Video recording is a bit concern. But never regret after buying it
28727,5,Awesome purchase. Auto focussing and different effects are really positive of this product. Very impressive and easy to carry and handling.
28728,5,Worth for money. Packing was good and everything claimed by Flipkart was there in the box. Nikon D5600 is really a DSLR camera with a lot of functions and an excellent quality of pics.
28729,4,"Camera is pretty darn good as mentioned by other people. Bag was just pure awfulness, wore out in a few days."
28730,5,Writing review after usage. very good camera and clarity also good. 70 to 300 lens is very good. Best camera at this price for beginners. I am also beginner and added my photos
28731,5,Excellent buy. Camera with 18-140mm lens is quite compact for DSLR standards. Nikon interface is easy to use for the first time Nikon buyers. Touch has right sensitivity and response . that really helps to focus the object with a touch of the finger rather than fiddling around with buttons. Images are quite sharp even on 140mm range.  Flipkart delivery was a let down. delivery executive just handed over the package to security gate without informing me. And the package was crushed outside. L...
28732,5,"After too much of research i decided to buy d5600 with 18-140mm lens. Any beginner planning to buy DSLR, this is the right choice. It's my first DSLR & I'm really happy with the service & product. Thank you flipkart for delivering it the very next day. Awesome packaging & lower pro bag is pretty good."
28733,5,My first DSLR. Nice and genuine camera sent by Flipkart. But was delivered after many followups and two weeks after the order. Got it for 34K (with one lens) on big billion day sale. Nice deal I guess.!! About picture quality and camera quality I will write soon.
28734,5,"This is going to be quite funny.  I owned a Nikon D5200 and it pretty much served me well. I bought it for 16k from overkart (refurb) and it didn't have any complaints at all. Recently, I've been more into photography and thought of upgrading my d5200.  I didn't need a pro SLR as I ain't a full time photographer. But wanted a compact yet capable camera. I filtered out the suitable options and finally made into two ; Nikon D5600 and Canon 77d.  Now here begins the fun part. How to choose o..."
28735,5,I have uploaded unboxing video on my YouTube channel ''Kushagra Porwal '' and firstly I have decided to buy Nikon D5300 instead of D5600 but only screen difference is there in both the cameras that D5300 has not a touch screen and D5600 has a touch screen and Nikon D5600 has a great video quality and has more functions Very good camera just go for it without any confusion and photo and video quality is also awesome. The camera has a flip screen which helps you to take selfies and is also goo...
28736,4,"First of all, excellent delivery and packing by flipkart. amazing camera. very compact and small in size. easy to handle. stand kit lens 18-55 is good and af speed is super fast and super quiet.  only drawback - snapbridge is really bad !!"
28737,5,I've been using it since couple of days and it just impressed me. I am a beginner in photography yet this camera helped me capture some stunning shots.
28738,5,"5 on 5 stars Excellent camera with awesome and crisp quality Easy to use for beginners with simple settings.. love this camera and the lens 18-140mm Bought it for 53,000/-"
28739,5,so overall experience was good but flipkart has to work on their problems regarding packaging. As a assured customer of a flipkart we believe in you while purchasing costly products so you should do packing well not only for your satisfaction but for customer satisfaction. when we saw product packing we felt a sheer disappointment..but we are giving 3/5 for early delivery of product only. so pleased work on it..
28740,5,Great product from flipkart and delivery period is very short I just loved flipkart delivery time period.... And also I wants to thank flipkart for the free gift of Samsung Bluetooth headfone.. And have got the Bluetooth headset with the nikon d5600....now just wants to click and enjoy my photography with the camera....
28741,5,"This one is master of Photography with Dual Kit Lens set, it is an amazing tool... awesome picture quality.  good sensor, nice shutter speed, larger range of ISO variation, 60fps video @1080P...makes it an awesome camera"
28742,3,"camera is 5 *, you can read enough on the net. Got at a very good deal , seller also shipped it on time but the courier ecom express delivered late , the outside box (carton ) was also damaged. Thankfully the inside packaging was good enough to prevent any damage. Flipkart and seller should ensure they send it via a reliable courier. I guess people will be willing to pay shipment to see their expensive items delivered on time and w/o damage. Btw I didnt receive any samsung headphone with the ..."
28743,5,"Excellent entry level dslr for someone who wants to upgrade from mobile photography. 2016 model but Nikon has not released any other camera in this range. Well packed. Received in good condition. 18-55 mm and 70-300 mm kit lenses are okay for beginners. However, to get pro like pics, one needs to learn some editing (all pro photographers shoots in RAW format and edit their pics) . The provided Nikon bag is okay to start with along with the two kit lenses. Image quality is superb. You can buy ..."
28744,5,Really a joy to use. Very good camera to start with. It is my first DSLR and I am really very happy with the images and the focus. Good for photography to begin with. Not so good for video as it hunts for focus when we move from a subject which is annoying. I don't do much video so I really love this camera?
28745,5,Bought the camera as my first SLR camera being a enthusiatic amature photographer. The main reason to go for this over the D3500 is the rotating touch display which helps more than you think. The photography related aspects of the camera is identical to the D3500 but the features are more and AF points are also a bit more. In the world of fast growing mirrorless cameras the D5600 is truly still a great option for any entry level photographer. Most pohotographer do not need a full frame camera...
28746,5,"Awesome choice for beginners. It is my first DSLR and I like it so much. Flipkart delivered it within the promised time. Wanted to tell about the bag, I received NIKON original bag."
28747,5,"superb DSLR ,brought for my daughter very good pic. quality nd video quality with good sound,go for it without any ifs nd buts....... ...u will definitely like this product...."
28748,5,Just loving it every time I use it. It's handy and very convenient to handle.Images are mind blowing but you really need to use it manually for better results than auto mode. Flipkart took hardly a day to deliver it and the packing was good. Go for it without a second thought!
28749,5,"Before time delivery, great service flipkart... Product is great as expected... Good discount... Nice packaging, Got wellness band free... Delighted"
28750,5,Bought the camera in a perfect deal. A nice cam that suits beginner to pro users with a lot many handy features. The 18-55 kit lens delivers a promising performance. I'm very much satisfied with it. Thanks Flipkart for a great deal.
28751,5,Amazing product if one has the budget he should buy this camera with the dual lens because the combo pack is so good. The components was not even touched. and the components were also very clean and brand new the only thing that which I don't like is the proper bill with the guarantee warranty card. I don't get the warranty card inside the box so please mention that point overall the camera was good all the components for not even touched very clean and I will give this product 5 rates. Thank...
28752,5,One of the best product in this price range. Picture quality is awesome. 0ackaging was good too and the delivery was at my doorstep. Thank you.
28753,5,"I am writing this review after using one month. I have bought the camera at 42k with the dslr body & and 18-55mm kit lens. The image quality of this camera is really awesome & amd the kit lens works really well. Low light photography is preety good. If you're a beginner like me, this camera's functions would be slightly complicated but after a little bit experience, you'll be able to capture great quality pictures even without external equipments. I'll highly recommend you to buy this product..."
28754,5,"The product works exactly as promised. It is a very convenient dslr with built in intervalometer and a flip out display which makes the photo making process hassle free and more such features are worth paying a little extra than getting a D3500 or related segment camera.  Only DRAWBACK is that the battery life is low and the battery charger doesn't carry a warranty. My charger took its last breath right after one month of purchase, so I had to go for a 3rd party charger.  But overall I'd s..."
28755,4,Nice camera with good features and touch screen. Go for manual mode for learning good photography skills. Skills are more important than the camera itself
28756,5,"good graphic ,has good clarity for taking photos and doing video recording best camera"
28757,5,"Product is very good, all accessories are perfectly delivered. Camera quality is super, lense quality is good & brand new. 16 GB memory card & camera bag are also given with it. Lense cleaning kit is very useful & newly packed with warranty. It contains lense cleaner liquid, lense cleaner towel, lense cleaner tissue, cotton bud, dust blower and brush. The given uv filter doesn't bring any difference in photography, seems not so high in quality. Lense hood is also of good quality and it is tot..."
28758,5,A great camera for a beginner. Covers every aspect of photography. Easy to use and carry. Thanks to flipkart for such wonderful packaging of the product. I am a beginner and i have used it for 15 days n really loving it.
28759,5,The camera is wonderful both lens are fine .The packing was also good the picture quality is fine. One should go for it.
28760,5,"The product is amazing, and is helping in my Business a lot, it is improving my photoshoots and videoshoots. Love to the Nikon and seller."
28761,5,"awesome DSLR... clarity is superb , purchased at the best possible price.. thanks Flipkart"
28762,3,"There is need to update the product description page, The product details haven't mentioned anything about camera bag, But seller do provide it. I have received the Lowepro camera bag. As usual the customer support from Flipkart is worst and pathetic , the customer support guys not only delayed my order but also gave misleading information, which leads you to regret your decision to order from flipkart again.  But, great delivery support from Ekart, the Ekart delivery person has gone beyond ..."
28763,5,v nice product thank u fk and hdfc got alot of discount v happy nice product for beginners
28764,5,"Writing a review after nearly one year. Working perfectly till date, no problems. Received it with company seal. Thanks Flipkart for making it available on EMI and that too on debit card of SBI. Kudos Flipkart. Keep up the good work."
28765,5,"Camera is excellent. Just not satisfied with 18-55 mm lens, because i expect lens with automatic-manual switch. But this only manual lens. overall good product. and we get good quality images in 70-300 mm lens. great."
28766,5,It is a awesome camera and very easy to use . I highly recommend it for beginners. The delivery was on time and was it was packaged nicely.
28767,5,"First of all I am a new to the DSLR cameras.After a long search and continuous watching videos I decided to buy this camera.I read the all the reviews.Most of the reviews pointing towards the missing items and packaging.So I was ready to check the camera on arrival itself. 1)Camera package delivered before the expected date of delivery. 2)Packaging by Flipkart was awesome. 3)There is no seal breakage on D5600 as most of people wrote this one as negative. 3)Inside camera box,all items as per ..."
28768,5,"Well my review is supposed to be rated 4.5 rather than a 5, if I wrote this review without using the camera first. This camera is a great piece for people who are on a advanced beginner to a mid experience level. It offers all the functionalities that you would demand from a good DSLR and then it adds some tweaks here and there to spice up the experience for you.  What I was angry about was that the camera came with the AF-P lenses than AF-S lenses. Something I absolutely didn't see while ord..."
28769,5,"Amazing Big Billion Purchase...😍😍😍 By using HDFC card got grand 4000₹ dicount and bought this master piece in just 37,990 ₹ Thanks Flipkart and Hdfc for making this deal worth for me. Talking about camera its master piece no doubt about it. One important thing to mention while ordering this camera in description I did not noticed seller providing camera bag also. They mentioned they are just providing 16 gb sandisk ultra card with it. But bang on when camera arrived I surprised by lookin..."
28770,5,"owning my first DSLR 😎 first of all the seller shipped me a 4999₹ Lowepro Bag instead of Nikon bag 😋 which has awesome space management, I loved it. Got a 16 GB memory card. If I had got 32 GB once I would have loved it. Got two kit lenses as mentioned. Both are awesome and capable to give awesome results. have been used Nikon D7200 in past but due to budget issues I bought D5600. It''s an awesome camera according to budget and it's an entry level camera so in low light , higher iso you wil..."
28771,4,"great experience with canon d5600, camera pixel are very great ,good battery life , smooth touch screen ,but the carry bag quality is not so good ,both the lenses are good ,light weight, great experience with Flipkart one day delivery,good packed"
28772,5,Just grab it....!! You will not get disappointed... Being an enthusiast i am. Telling as photography is passion for me..butmy budget was not that great. So i bought this one with the dual kit lens (18-55mm and 70-300mm) lens. Additional to this i purchased Nikon afs dx 35mm f1.8G lowlight prime lens + nikon afs dx 18-140mm walkaround lens + nikon 85mm f1.8g portrait and wedding photography lens + nikon 40mm f2.8 macro lens. Along with that extension tube and reverse ring for macro. And a...
28773,4,"Great delivery and great product. Although the packaging was missing the sd card, but flipkart was quick to address it and provide me a gift card for the value of that card. Much appreciated work by flipkart team.  About the camera, it is an awesome device. I tried clicking some pictures in the lockdown and I got some really great result.  More details to come after some usage"
28774,5,"One of the best cameras out there for beginners!!..It can be described a bridge between a beginner and a pro camera!!....it is just fab,the articulating screen is helpful so is the touchscreen,i am in complete love with this camera note-Only buy this camera iff you want to be a photographer,dont buy if you are into videography!"
28775,5,First of all thanks for Flipkart for delivering in two days. Camera is simply awesome and cute in size Light weight Beautiful architecture of camera structure so pleasant in hands never felt bulky Camera bag is provided as complimentary which is a good thing Battery backup is good too I am a beginner so I can't give technical review But I have heard from so many people this is a best camera to become a pro and even I felt the same Touch screen is awesome
28776,5,best camera for beginners.. pretty easy to handle.. and great quality. for this price range this is the best. don't hesitate buying it.
28777,5,"Amazing camera with awesome features and cool and user-friendly ergonomics, best budget DSLR , nice built quality ."
28778,5,I am very happy with flipkart as my wish came true due to big billion days. This DSLR is quite very good in performance and easy to handle. A starter can take very good photos with the given kit lens.
28779,5,"It's a awesome product, like dreams come true for me. very user-friendly features, handy. Comes with 16gb memory card, battery, adapter, dual lens, strap, bag & cam body. And the thing I must appreciate that, the fast delivery periode of Flipkart. thanks to flipkart and Nikon."
28780,5,This is a very good camera to begin with but it's not just a beginner's camera it has some high end features as well. Easy to operate. Enjoying my use.
28781,5,Camera is Very good and flip kart facility is also very good but camera bag is not satisfied me.... All things in this camera package is good this packaging is very good by flipkart.....
28782,4,nice work and fast and their is many configurations and the best one in this price range but Nikon hv to improve it's manual copy which is just inside the retail box
28783,5,I simply love it. great autofocus awesome outputs. It rocks my videos. you can watch quality on my youtube channel which is Tech Geeks
28784,5,Good DSLR . Bought on sale . Thanks Flipkart and Seller Retailnet .Good Service .Keep it up ! Image quality is execellent. Kit is enough for an aspiring photographer.My dream come true to own a DSLR .Flipkart made it possible with a good offer.
28785,5,Very nice product. Thanks for retailnet seller for good packing and also got the 16gb memory card + camera bag (Nikon). As I am a beginner this is a very good camera to learn and to become a pro
28786,5,Product was just amazing and I'm so much satisfied with the kit. I recommend people who are at the Beginning stage of photography.I should also appreciate the delivery person because the delivery is on time and he delivered the product with a smile such a good person.
28787,5,Really a awesome dslr to go for. RAW images captured in this camera is very good and post processing results of images are also very good. As a photographer i’ll recommend this camera for beginners. Buy a prime lens separately with this camera and thats it. U are good to go.👍
28788,4,I am not an expert in photography but I am happy with quality of images in auto mode. I am trying to learn other skills of photography and fortunately I found its the right product I have purchased for both beginners and for expert's.
28789,5,If you want a super awesome dslr go for it. It has all the pro features you will ever need as a amateur photographer. Also go for a 50 mm lens if u want to shoot better bookeh effect
28790,5,Amazing experience of this dslr camera . Great clarity in photos . Five stars from my side. SnapBridge app make available photos transfer to the phone directly
28791,4,Nice DSLR. Bag provided is Lowepro NOT Nikon. But lowepro bag is of very good quality. There are two lenses. Nikon in their India website says the following : E-COMMERCE WEBSITES/PORTALS ARE NOT OUR AUTHORIZED PARTNERS/ DEALERS IN INDIA FOR SALE OF NIKON PRODUCTS OR ACCESSORIES. We advise you to check the warranty entitlements of the products sold through e-commerce websites/ portals under the brand name ‘Nikon’. But this was posted in their site on 09-09-2015. Who knows what changed after that.
28792,5,Nice price nice camera delivered before time nice very well done flipkart 👍
28793,5,"this is and amazing DSLR. this is my first one and I loved it, nice settings predefined and touch screen is best to use. nice images"
28794,5,"My first Ever DSLR....Lightweight body. Excellent DX sensor/image Quality Excellent handling, Nikkor 18-140 Super multipurpose Zooming, Really good product from Nikon."
28795,5,Very Happy with Nikon D5600 got surprised gift from Nikon ( Samsung Level Bluetooth earphone worth ₹3000 ) + Cary Bag for DSLR ( which can eaisly hold both lenses AF-P DX 18 - 55 mm and 70 - 300 mm ). Thank you Nikon and Flipkart.
28796,5,it was delivered next day and all the aspects checked working fine . it s an unsealed box . v good seller . thanks flipkart and seller for prompt delivery
28797,5,Great product.. I gifted it to my daughter and she was very happy. Nice packing and delivered in time. Great work Guys..
28798,5,"Good products at an good price , thanks to Flipkart and HDFC Bank cc for giving a good combined benefits  product well received, properly packed and with all add on as stated (bag was not stated but delivered with a basic Nikon bag ) Yet to try the camera for actual details , hence no comments on it . Improved service by Flipkart for this product"
28799,5,It's an awesome thing one can buy... Hasmd an eye on this camera since a long time... Thanks Flipkart ... Had it on freedom sale ... I am loving it...
28800,5,"Lots of love to flipkart..... They have delivered the product within 2 days which was beyond expectation. Good product, good packaging and fast delivery. Highly impressed."
28801,5,Lucky to have this camera ..it's so good. Taken some stunning photos and it's helps a lot to go standby mode when not using with camera in ON mode to save battery
28802,5,Nice product
28803,5,amazing
28804,5,"the perfect DSLR for beginners, with a nice battery backup and more"
28805,5,Best deal ever... Thanks to fast delivery.... best value for money DSLR ...
28806,5,Cool. wonderful...
28807,4,nice
28808,5,overall this is very good for Beginners.BUT THE BATTERY BACKUP IS VERY LESS AS COMPARED TO D3500 During continuous shot the body heat rapidly.
28809,5,good product
28810,5,Satisfied 😁Hi
28811,5,First time I use this D5600 . New user of DSLR. I think this is best in this range..
